English,Japanese
I like candlelight,私はロウソクの灯りって好きだな。
I like cauliflower,カリフラワーは好きですよ。
I like green beans,インゲン豆が好きなんです。
I like mathematics,私は数学が好きだ。
I like music a lot,私は音楽がとても好きだ。
I like pizza a lot,わたしはピザが大好きです。
I like raspberries,私はキイチゴが好きです。
I like short poems,私は短詩が好きです。
I like short poems,私は短い詩が好きです。
I like soccer best,サッカーが一番好きです。
I like that answer,その答え、気に入った。
I like the company,この会社がいいな。
I like this school,この学校が好きです。
I like to watch TV,私はテレビを見るのが好きだ。
I like to watch TV,私はテレビが好きだ。
I like to watch TV,私はテレビを見たい。
I like to watch TV,テレビが観たい。
I like tomato soup,僕はトマトスープが好きだ。
I like watching TV,私はテレビを見るのが好きだ。
I like watching TV,私はテレビが好きだ。
I like windsurfing,ウィンドサーフィンが好きだ。
I like working out,筋トレするのが好きなんです。
I like working out,体を鍛えるのが好きなんです。
I like your jacket,そのジャケットいいね。
I liked that movie,この映画は気に入った。
I liked this movie,この映画は気に入った。
I live a busy life,多忙な毎日を送っています。
I live in the city,都会で暮らしてます。
I live in the city,都会暮らしをしています。
I live in the city,都会に住んでいます。
I live with my dad,父ちゃんと一緒に住んでるんだ。
I live with my dad,お父さんと一緒に住んでいます。
I looked around me,僕は周りを見回した。
I lost my umbrella,私は傘をなくした。
I lost my umbrella,私は傘をなくした。
I lost my umbrella,傘を無くしてしまった。
I love being alone,私は一人のほうが好きだ。
I love both of you,二人とも大好きよ。
I love coming here,ここに来るのが大好きなの。
I love fresh bread,出来立てのパンが大好きなんだ。
I love fresh bread,焼きたてのパンが大好きなの。
I love my daughter,私は娘を愛しています。
I love my daughter,娘が大好きだ。
I love raspberries,私はキイチゴが好きです。
I love that singer,私、あの歌手が大好きなんだ。
I love tomato soup,トマトスープが大好きです。
I love video games,ビデオゲームが大好きです。
I love watching TV,私はテレビを見るのが好きだ。
I love your outfit,その服いいね。
I loved that house,あの家がすごく気に入ってたんだ。
I loved that house,あの家が大好きだった。
I made her a dress,私は彼女にドレスを作ってあげた。
I made my decision,決めました。
I made no promises,必ずということではありません。
I made up with her,彼女と仲直りした。
I may die tomorrow,私は明日死ぬかもしれない。
I met my classmate,クラスの子に会ったよ。
I miss my hometown,故郷が恋しいな。
I miss you so much,あなたがとても恋しい。
I moved last month,先月引っ越しました。
I need a cigarette,タバコが必要なんだよ。
I need a corkscrew,栓抜きがいるね。
I need a mouse pad,マウスパッドが要ります。
I need a mouse pad,マウスパットが要るなぁ。
I need a secretary,秘書が必要だ。
I need an envelope,封筒をください。
I need an envelope,封筒が必要だ。
I need an envelope,封筒がいる。
I need hand lotion,ハンドローションが欲しいのよ。
I need new glasses,僕は新しい眼鏡が必要だ。
I need some nutmeg,ナツメグがいるんですけど。
I need those shoes,あの靴が要ります。
I need your advice,あなたのアドバイスが必要なんです。
I never drink beer,ビールは全く飲まないんだよ。
I often read books,私はよく本を読みます。
I often wear a tie,ネクタイはよくしますよ。
I often wear boots,ブーツはしょっちゅう履きます。
I oiled my bicycle,私は自転車に油を差した。
I own a German car,ドイツ車のオーナーです。
I picked up a coin,コインを拾ったんだ。
I plan to go there,そこへ行くつもりだ。
I pocketed my keys,私はポケットに鍵をいれた。
I pretended to cry,嘘泣きをした。
I pretended to cry,泣いてるふりをした。
I ran to my mother,私は母に駆け寄った。
I read your letter,手紙、読んだよ。
I read your report,あなたの報告書を読みました。
I really felt good,ほんと気持ちよかった。
I really like dogs,犬がとても好きです。
I really miss them,彼らと離れてとてもさびしい。
I really was happy,本当は嬉しかったんだ。
I refused at first,初めは断りました。
I refused at first,初めは断ったんです。
I remember it well,よく覚えてるよ。
I remember it too,私もそれを思い出したよ。
I respect you Tom,尊敬するよ、トム。
I sat up all night,私は徹夜した。
I sat up all night,私は一晩中おきていた。
I saved Tom a seat,トムのために席をとっておいた。
I saw Tom in there,そこでトムを見た。
I saw him recently,最近、彼を見かけたよ。
I saw him recently,あいつなら、この間みたよ。
I saw him run away,彼が逃げるのを見ました。
I saw them kissing,２人がキスしてるとこ見ちゃった。
I shouldn say it,言わない方がいいよ。
I sleep in my room,自分の部屋で寝てるよ。
I sleep on my side,横向きに寝る。
I slept like a log,爆睡したよ。
I slept like a log,熟睡したよ。
I slept like a log,ぐっすり眠ったよ。
I slept nine hours,私は9時間眠った。
I slept until noon,昼まで寝てました。
I smoke cigarettes,私はタバコを吸うよ。
I sort of like him,まあ、嫌いでもありません。
I sort of like him,彼のことは、まあまあ好きかな。
I spent 300 today,今日、300ドルも使っちゃった。
I still don know,まだ分かりません。
I still want to go,私はまだ行きたいと思っています。
I stopped to smoke,私はタバコを吸うために立ち止まった。
I swim once a week,週一で泳いでるんだ。
I take care of Tom,トムの面倒をみる。
I take care of Tom,トムの世話をする。
I think he come,彼は来ると思う。
I think he angry,怒ってるんじゃないかな。
I think he happy,彼は幸せだと思う。
I think he right,彼は正しいと思う。
I think he right,彼が正しいというのが、私の意見です。
I think we lost,どうやら道に迷ったようだ。
I thought you knew,あなたは知ってるって思ってた。
I threw up my food,吐いてしまいました。
I told him to come,私は彼に来るように言った。
I turned off my TV,テレビを消した。
I twisted my ankle,足首をひねった。
I twisted my ankle,足首を捻挫しちゃったんだ。
I use it every day,私は毎日それを使っています。
I use it every day,それね、毎日使ってるよ。
I walk very slowly,私は歩くのがとても遅いです。
I walk very slowly,私、歩くのめちゃ遅いの。
